link,name,type
/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Utrecht,Đại học Utrecht,ORGANIZATION
/wiki/Danh_s%C3%A1ch_ng%C6%B0%E1%BB%9Di_%C4%91o%E1%BA%A1t_gi%E1%BA%A3i_Nobel_H%C3%B3a_h%E1%BB%8Dc,Danh sách người đoạt giải Nobel Hóa học,AWARD 
/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Amsterdam,Đại học Amsterdam,ORGANIZATION
/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Humboldt_Berlin,Đại học Humboldt Berlin,ORGANIZATION
/wiki/Marburg,Marburg,LOCATION
/wiki/Danh_s%C3%A1ch_ng%C6%B0%E1%BB%9Di_%C4%91o%E1%BA%A1t_gi%E1%BA%A3i_Nobel_Sinh_l%C3%BD_h%E1%BB%8Dc_v%C3%A0_Y_khoa,Danh sách người đoạt giải Nobel Sinh lý học hoặc Y học,AWARD 
/wiki/16_th%C3%A1ng_3,16 tháng 3,DATE
/wiki/1839,1839,DATE
/wiki/Paris,Paris,LOCATION
/wiki/Ph%C3%A1p,Pháp,LOCATION
/wiki/Ch%C3%A2tenay-Malabry,Châtenay-Malabry,LOCATION
/wiki/Geneva,Genève,LOCATION
/wiki/Arnhem,Arnhem,LOCATION
/wiki/H%C3%A0_Lan,Hà Lan,LOCATION
/wiki/Haarlem,Haarlem,LOCATION
/wiki/Amsterdam,Amsterdam,LOCATION
/wiki/Huy_ch%C6%B0%C6%A1ng_Matteucci,Huy chương Matteucci,AWARD
/wiki/9_th%C3%A1ng_10,9 tháng 10,DATE
/wiki/1852,1852,DATE
/wiki/Rhein,Rhein,PERSON
/wiki/Berlin,Berlin,LOCATION
/wiki/%C4%90%E1%BA%BF_qu%E1%BB%91c_%C4%90%E1%BB%A9c,Đế quốc Đức,ORGANIZATION
/wiki/1902,1902,DATE
/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Munich,Đại học Ludwig Maximilian München,ORGANIZATION
/wiki/1875,1875,DATE
/wiki/1881,1881,DATE
/wiki/1888,1888,DATE
/wiki/1892,1892,DATE
/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Berlin,Đại học Humboldt Berlin,ORGANIZATION
/wiki/1919,1919,DATE
/wiki/Almora,Almora,LOCATION
/wiki/Th%C3%A0nh_vi%C3%AAn_Hi%E1%BB%87p_h%E1%BB%99i_Ho%C3%A0ng_gia,Thành viên Hội Vương thất,LOCATION
/wiki/Gi%E1%BA%A3i_Nobel_Sinh_l%C3%BD_h%E1%BB%8Dc_v%C3%A0_Y_khoa,Giải Nobel Sinh lý học hoặc Y học,AWARD
/wiki/Kolkata,Kolkata,LOCATION
/wiki/15_th%C3%A1ng_12,15 tháng 12,DATE
/wiki/25_th%C3%A1ng_8,25 tháng 8,DATE
/wiki/1908,1908,DATE
/wiki/Le_Croisic,Le Croisic,LOCATION
/wiki/Bretagne,Bretagne (vùng),LOCATION
/wiki/Tr%C6%B0%E1%BB%9Dng_%C4%90%E1%BA%A1i_h%E1%BB%8Dc_k%E1%BB%B9_thu%E1%BA%ADt,Viện công nghệ,ORGANIZATION
/wiki/Warszawa,Warszawa,LOCATION
/wiki/V%C6%B0%C6%A1ng_qu%E1%BB%91c_L%E1%BA%ADp_hi%E1%BA%BFn_Ba_Lan,Vương quốc Lập hiến Ba Lan,ORGANIZATION
/wiki/%C4%90%E1%BA%BF_qu%E1%BB%91c_Nga,Đế quốc Nga,ORGANIZATION
"/wiki/Passy,_Haute-Savoie","Passy, Haute-Savoie",LOCATION
/wiki/%C3%88ve_Curie,Ève Curie,PERSON
/wiki/Gi%E1%BA%A3i_Nobel_h%C3%B3a_h%E1%BB%8Dc,Giải Nobel hóa học,AWARD
/wiki/Gi%E1%BA%A3i_Willard_Gibbs,Giải Willard Gibbs,AWARD 
/wiki/Andr%C3%A9-Louis_Debierne,André-Louis Debierne,PERSON
/wiki/Marguerite_Perey,Marguerite Perey,PERSON
/wiki/Stockholm,Stockholm,LOCATION
/wiki/Th%E1%BB%A5y_%C4%90i%E1%BB%83n,Thụy Điển,PERSON
/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Uppsala,Đại học Uppsala,ORGANIZATION
/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Stockholm,Đại học Stockholm,ORGANIZATION
/wiki/Per_Teodor_Cleve,Per Teodor Cleve,PERSON
/wiki/8_th%C3%A1ng_12,8 tháng 12,DATE
/wiki/1832,1832,DATE
/wiki/Na_Uy,Na Uy,ORGANIZATION
/wiki/26_th%C3%A1ng_4,26 tháng 4,DATE
/wiki/1910,1910,DATE
/wiki/Nh%C3%A0_v%C4%83n,Nhà văn,OCCUPATION 
/wiki/Anh,Anh,LOCATION
/wiki/Eton_College,Eton College,ORGANIZATION
/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Cambridge,Đại học Cambridge,ORGANIZATION
/wiki/Joseph_John_Thomson,Joseph John Thomson,PERSON
/wiki/2_th%C3%A1ng_10,2 tháng 10,DATE
/wiki/Glasgow,Glasgow,LOCATION
/wiki/Scotland,Scotland,LOCATION
/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Glasgow,Đại học Glasgow,ORGANIZATION
/wiki/1866,1866,DATE
/wiki/1869,1869,DATE
/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_T%C3%BCbingen,Đại học Tübingen,ORGANIZATION
/wiki/1873,1873,DATE
/wiki/1904,1904,DATE
/wiki/1907,1907,DATE
/wiki/1913,1913,DATE
/wiki/1874,1874,DATE
/wiki/1880,1880,DATE
/wiki/1887,1887,DATE
/wiki/Sankt-Peterburg,Sankt-Peterburg,LOCATION
/wiki/Li%C3%AAn_X%C3%B4,Liên Xô,ORGANIZATION
/wiki/Nga,Nga,LOCATION
/wiki/Hungary,Hungary,LOCATION
/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Heidelberg,Đại học Heidelberg,ORGANIZATION
/wiki/Robert_Bunsen,Robert Bunsen,PERSON
/wiki/Starnberg,Starnberg,LOCATION
/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_K%E1%BB%B9_thu%E1%BA%ADt_Berlin,Đại học Kỹ thuật Berlin,ORGANIZATION
/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Strasbourg,Đại học Strasbourg,ORGANIZATION
/wiki/August_Kekul%C3%A9,August Kekulé,PERSON
/wiki/V%C6%B0%C6%A1ng_qu%E1%BB%91c_Hannover,Vương quốc Hannover,ORGANIZATION
/wiki/Baden-Baden,Baden-Baden,LOCATION
/wiki/%C4%90%E1%BA%A1i_c%C3%B4ng_qu%E1%BB%91c_Baden,Đại công quốc Baden,LOCATION
/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_G%C3%B6ttingen,Đại học Göttingen,ORGANIZATION
/wiki/Praha,Praha,LOCATION
/wiki/V%C6%B0%C6%A1ng_qu%E1%BB%91c_Bohemia,Vương quốc Bohemia,PERSON
/wiki/Vi%C3%AAn,Viên,LOCATION
/wiki/%C3%81o-Hung,Đế quốc Áo-Hung,ORGANIZATION
/wiki/18_th%C3%A1ng_12,18 tháng 12,DATE
/wiki/1856,1856,DATE
/wiki/Manchester,Manchester,LOCATION
/wiki/V%C6%B0%C6%A1ng_qu%E1%BB%91c_Li%C3%AAn_hi%E1%BB%87p_Anh_v%C3%A0_B%E1%BA%AFc_Ireland,Vương quốc Liên hiệp Anh và Bắc Ireland,LOCATION
/wiki/Cambridge,Cambridge,LOCATION
/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Manchester,Đại học Manchester,ORGANIZATION
/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Princeton,Đại học Princeton,ORGANIZATION
/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Yale,Đại học Yale,ORGANIZATION
/wiki/Charles_T._R._Wilson,Charles Thomson Rees Wilson,PERSON
/wiki/28_th%C3%A1ng_9,28 tháng 9,DATE
/wiki/1898,1898,DATE
/wiki/1906,1906,DATE
/wiki/Petilla_de_Arag%C3%B3n,Petilla de Aragón,ORGANIZATION
/wiki/T%C3%A2y_Ban_Nha,Tây Ban Nha,PERSON
/wiki/Madrid,Madrid,LOCATION
/wiki/27_th%C3%A1ng_7,27 tháng 7,DATE
/wiki/1835,1835,DATE
/wiki/Pietrasanta,Pietrasanta,LOCATION
/wiki/Toscana,Toscana,LOCATION
/wiki/%C3%9D,Ý,LOCATION
/wiki/16_th%C3%A1ng_2,16 tháng 2,DATE
/wiki/Bologna,Bologna,LOCATION
/wiki/Th%C3%A0nh_ph%E1%BB%91_New_York,Thành phố New York,LOCATION
/wiki/New_York_(bang),New York (tiểu bang),LOCATION
/wiki/Hoa_K%E1%BB%B3,Hoa Kỳ,LOCATION
/wiki/Theodore_Roosevelt_Jr.,Theodore Roosevelt Jr.,PERSON
/wiki/Strzelno,Strzelno,LOCATION
"/wiki/Pasadena,_California","Pasadena, California",LOCATION
/wiki/H%E1%BB%8Dc_vi%E1%BB%87n_H%E1%BA%A3i_qu%C3%A2n_Hoa_K%E1%BB%B3,Học viện Hải quân Hoa Kỳ,ORGANIZATION
/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Chicago,Đại học Chicago,ORGANIZATION
/wiki/Hermann_Helmholtz,Hermann von Helmholtz,PERSON
/wiki/Robert_Millikan,Robert Millikan,PERSON
/wiki/Val-de-Gr%C3%A2ce,Val-de-Grâce,ORGANIZATION
/wiki/Lu%C3%A2n_%C4%90%C3%B4n,Luân Đôn,LOCATION
/wiki/Milan,Milano,LOCATION
/wiki/Autun,Autun,LOCATION
/wiki/Barbizon,Barbizon,LOCATION
/wiki/16_th%C3%A1ng_8,16 tháng 8,DATE
/wiki/Luxembourg,Luxembourg,LOCATION
/wiki/%C4%90%E1%BA%A1i_T%C3%A2y_D%C6%B0%C6%A1ng,Đại Tây Dương,LOCATION
/wiki/Canada,Canada,LOCATION
/wiki/30_th%C3%A1ng_8,30 tháng 8,DATE
/wiki/1871,1871,DATE
/wiki/New_Zealand,New Zealand,LOCATION
/wiki/19_th%C3%A1ng_10,19 tháng 10,DATE
/wiki/1937,1937,DATE
/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_McGill,Đại học McGill,ORGANIZATION
/wiki/Patrick_Blackett,Patrick Blackett,PERSON
/wiki/Kharkiv_Oblast,Kharkiv (tỉnh),LOCATION
/wiki/Ukraina,Ukraina,LOCATION
/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Qu%E1%BB%91c_gia_Kharkiv,Đại học Quốc gia Kharkiv,ORGANIZATION
/wiki/Strzelin,Strzelin,LOCATION
/wiki/Hesse,Hessen,LOCATION
/wiki/Nobel_Prize_in_Physiology_or_Medicine,Giải Nobel Sinh lý học hoặc Y học,AWARD
/wiki/5_th%C3%A1ng_1,5 tháng 1,DATE
/wiki/1846,1846,DATE
/wiki/Aurich,Aurich,LOCATION
/wiki/Hannover,Hannover,LOCATION
/wiki/15_th%C3%A1ng_9,15 tháng 9,DATE
/wiki/1926,1926,DATE
/wiki/Jena,Jena,LOCATION
/wiki/Th%C3%BCringen,Thüringen,LOCATION
/wiki/Gothenburg,Göteborg,LOCATION
/wiki/Ch%C3%ADnh_tr%E1%BB%8B_gia,Chính khách,LOCATION
/wiki/%C4%90an_M%E1%BA%A1ch,Đan Mạch,PERSON
/wiki/6_th%C3%A1ng_6,6 tháng 6,DATE
/wiki/1850,1850,DATE
/wiki/Brooklyn,Brooklyn,LOCATION
/wiki/Ng%C6%B0%E1%BB%9Di_%C4%90%E1%BB%A9c,Người Đức,PERSON
/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Marburg,Đại học Marburg,ORGANIZATION
/wiki/2_th%C3%A1ng_9,2 tháng 9,DATE
/wiki/1853,1853,DATE
/wiki/Riga,Riga,LOCATION
/wiki/Leipzig,Leipzig,LOCATION
/wiki/1909,1909,DATE
/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Leipzig,Đại học Leipzig,ORGANIZATION
/wiki/Vi%E1%BB%87n_h%C3%A0n_l%C3%A2m_Khoa_h%E1%BB%8Dc_Leopoldina,Viện Hàn lâm Khoa học Leopoldina,ORGANIZATION
/wiki/Arthur_Amos_Noyes,Arthur Amos Noyes,PERSON
/wiki/20_th%C3%A1ng_11,20 tháng 11,DATE
/wiki/1858,1858,DATE
/wiki/V%C3%A4rmland,Värmland,ORGANIZATION
/wiki/Ng%C6%B0%E1%BB%9Di_Th%E1%BB%A5y_%C4%90i%E1%BB%83n,Người Thụy Điển,PERSON
/wiki/La_Fl%C3%A8che,La Flèche,LOCATION
/wiki/Leiden,Leiden,LOCATION
/wiki/Willem_Hendrik_Keesom,Willem Hendrik Keesom,PERSON
/wiki/Kaliningrad,Kaliningrad,LOCATION
/wiki/G%C3%B6ttingen,Göttingen,LOCATION
/wiki/August_Wilhelm_von_Hofmann,August Wilhelm von Hofmann,PERSON
/wiki/Friedrich_W%C3%B6hler,Friedrich Wöhler,PERSON
/wiki/Friedrich_August_Kekul%C3%A9_von_Stradonitz,August Kekulé,PERSON
/wiki/Walter_Haworth,Norman Haworth,PERSON
/wiki/1927,1927,DATE
/wiki/15_th%C3%A1ng_3,15 tháng 3,DATE
/wiki/1830,1830,DATE
/wiki/2_th%C3%A1ng_4,2 tháng 4,DATE
/wiki/1914,1914,DATE
/wiki/Hermann_von_Helmholtz,Hermann von Helmholtz,PERSON
/wiki/Landskrona,Landskrona,LOCATION
/wiki/29_th%C3%A1ng_4,29 tháng 4,DATE
/wiki/1862,1862,DATE
/wiki/Gent,Gent,LOCATION
/wiki/B%E1%BB%89,Bỉ,ORGANIZATION
/wiki/6_th%C3%A1ng_5,6 tháng 5,DATE
/wiki/1949,1949,DATE
/wiki/Nice,Nice,LOCATION
/wiki/Cherbourg,Cherbourg,LOCATION
/wiki/Lyon,Lyon,LOCATION
/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Lyon,Đại học Lyon,ORGANIZATION
/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Nancy,Đại học Nancy,ORGANIZATION 
/wiki/1854,1854,DATE
/wiki/Carcassonne,Carcassonne,LOCATION
/wiki/Toulouse,Toulouse,LOCATION
/wiki/Sainte-Foy-l%C3%A8s-Lyon,Sainte-Foy-lès-Lyon,LOCATION
"/wiki/Rh%C3%B4ne,_Rh%C3%B4ne-Alpes",Rhône (tỉnh),LOCATION
/wiki/Gi%E1%BA%A3i_ph%E1%BA%ABu_h%E1%BB%8Dc,Giải phẫu học,OCCUPATION 
/wiki/Sinh_h%E1%BB%8Dc,Sinh học,FIELD
/wiki/15_th%C3%A1ng_11,15 tháng 11,DATE
/wiki/Szczawno-Zdr%C3%B3j,Szczawno-Zdrój,LOCATION
/wiki/Ba_Lan,Ba Lan,ORGANIZATION 
/wiki/1946,1946,DATE
/wiki/21_th%C3%A1ng_9,21 tháng 9,DATE
/wiki/Groningen,Groningen (thành phố),LOCATION
/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Groningen,Đại học Groningen,ORGANIZATION
/wiki/Gustav_Kirchhoff,Gustav Robert Kirchhoff,PERSON
/wiki/12_th%C3%A1ng_12,12 tháng 12,DATE
/wiki/Mulhouse,Mulhouse,LOCATION
/wiki/Alsace,Alsace,LOCATION
/wiki/Z%C3%BCrich,Zürich,LOCATION
/wiki/Th%E1%BB%A5y_S%C4%A9,Thụy Sĩ,LOCATION
/wiki/7_th%C3%A1ng_5,7 tháng 5,DATE
/wiki/1861,1861,DATE
/wiki/%E1%BA%A4n_%C4%90%E1%BB%99,Ấn Độ,LOCATION
/wiki/Koblenz,Koblenz,LOCATION
/wiki/Le%C3%B3_Szil%C3%A1rd,Leó Szilárd,PERSON
/wiki/%C4%90%E1%BA%BF_qu%E1%BB%91c_%C3%81o-Hung,Đế quốc Áo-Hung,ORGANIZATION
/wiki/%C3%81o,Áo,LOCATION
/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Wien,Đại học Viên,ORGANIZATION
/wiki/2_th%C3%A1ng_7,2 tháng 7,DATE
/wiki/Cumberland,Cumberland,ORGANIZATION
/wiki/1915,1915,DATE
/wiki/Gi%E1%BA%A3i_John_J._Carty_cho_th%C4%83ng_ti%E1%BA%BFn_Khoa_h%E1%BB%8Dc,Giải John J. Carty cho thăng tiến Khoa học,AWARD
/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Adelaide,Đại học Adelaide,ORGANIZATION
/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Leeds,Đại học Leeds,ORGANIZATION
/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_London,Đại học Luân Đôn,ORGANIZATION
/wiki/31_th%C3%A1ng_3,31 tháng 3,DATE
/wiki/1890,1890,DATE
/wiki/%C3%9Ac,Úc,LOCATION
/wiki/Suffolk,Suffolk,LOCATION
/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Victoria,Đại học Victoria,ORGANIZATION 
/wiki/13_th%C3%A1ng_8,13 tháng 8,DATE
/wiki/1872,1872,DATE
/wiki/Karlsruhe,Karlsruhe,LOCATION
/wiki/ETH_Zurich,ETH Zürich,ORGANIZATION
/wiki/29_th%C3%A1ng_1,29 tháng 1,DATE
"/wiki/Clamecy,_Ni%C3%A8vre","Clamecy, Nièvre",LOCATION
/wiki/Ni%C3%A8vre,Nièvre,LOCATION
/wiki/V%C3%A9zelay,Vézelay,LOCATION
/wiki/6_th%C3%A1ng_7,6 tháng 7,DATE
/wiki/1859,1859,DATE
/wiki/20_th%C3%A1ng_5,20 tháng 5,DATE
/wiki/1940,1940,DATE
/wiki/Cheshire,Cheshire,LOCATION
/wiki/Edinburgh,Edinburgh,LOCATION
/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Liverpool,Đại học Liverpool,ORGANIZATION
/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Edinburgh,Đại học Edinburgh,ORGANIZATION
/wiki/Kiel,Kiel,LOCATION
/wiki/T%C3%A2y_%C4%90%E1%BB%A9c,Tây Đức,ORGANIZATION
/wiki/Wroc%C5%82aw,Wrocław,LOCATION
/wiki/Basel,Basel,LOCATION
/wiki/Freihung,Freihung,LOCATION
/wiki/Traunstein,Traunstein,LOCATION
/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Hannover,Đại học Hanover,ORGANIZATION
/wiki/Soignies,Soignies,LOCATION
/wiki/24_th%C3%A1ng_4,24 tháng 4,DATE
/wiki/29_th%C3%A1ng_12,29 tháng 12,DATE
/wiki/1924,1924,DATE
"/wiki/Staunton,_Virginia","Staunton, Virginia",LOCATION
/wiki/S%C3%A8vres,Sèvres,LOCATION
/wiki/25_th%C3%A1ng_6,25 tháng 6,DATE
/wiki/1864,1864,DATE
/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Graz,Đại học Graz,ORGANIZATION
/wiki/1920,1920,DATE
/wiki/1928,1928,DATE
/wiki/Ludwig_Boltzmann,Ludwig Boltzmann,PERSON
/wiki/Gilbert_N._Lewis,Gilbert N. Lewis,PERSON
/wiki/Max_Bodenstein,Max Bodenstein,PERSON
/wiki/Hermann_Irving_Schlesinger,Hermann Irving Schlesinger,PERSON
/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Copenhagen,Đại học Copenhagen,ORGANIZATION
/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Duke,Đại học Duke,ORGANIZATION
/wiki/4_th%C3%A1ng_8,4 tháng 8,DATE
/wiki/Ulm,Ulm,LOCATION
/wiki/V%C6%B0%C6%A1ng_qu%E1%BB%91c_W%C3%BCrttemberg,Vương quốc Württemberg,ORGANIZATION
"/wiki/Princeton,_New_Jersey","Princeton, New Jersey",ORGANIZATION
/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Zurich,Đại học Zürich,ORGANIZATION
/wiki/Mileva_Mari%C4%87,Mileva Marić,PERSON
/wiki/Hans_Albert_Einstein,Hans Albert Einstein,PERSON
"/wiki/Gia_%C4%91%C3%ACnh_Einstein#Eduard_""Tete""_Einstein_(con_trai_thứ_hai_của_Einstein)",Gia đình Einstein,PERSON
/wiki/Huy_ch%C6%B0%C6%A1ng_Copley,Huy chương Copley,AWARD 
/wiki/Huy_ch%C6%B0%C6%A1ng_v%C3%A0ng_c%E1%BB%A7a_H%E1%BB%99i_Thi%C3%AAn_v%C4%83n_h%E1%BB%8Dc_Ho%C3%A0ng_gia,Huy chương vàng của Hội Thiên văn Hoàng gia,AWARD 
/wiki/Huy_ch%C6%B0%C6%A1ng_Max_Planck,Huy chương Max Planck,AWARD 
/wiki/Bern,Bern,LOCATION
/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Karl_%E1%BB%9F_Praha,Đại học Karl tại Praha,ORGANIZATION
/wiki/Vi%E1%BB%87n_H%C3%A0n_l%C3%A2m_Khoa_h%E1%BB%8Dc_Ph%E1%BB%95,Viện Hàn lâm Khoa học Phổ,ORGANIZATION
/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Berlin_Humboldt,Đại học Humboldt Berlin,ORGANIZATION
/wiki/Vi%E1%BB%87n_C%C3%B4ng_ngh%E1%BB%87_California,Viện Công nghệ California,ORGANIZATION
/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Oxford,Đại học Oxford,ORGANIZATION
/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Brandeis,Đại học Brandeis,ORGANIZATION 
/wiki/Alfred_Kleiner,Alfred Kleiner,PERSON
/wiki/Hermann_Minkowski,Hermann Minkowski,PERSON
/wiki/V%E1%BA%ADt_l%C3%BD_hi%E1%BB%87n_%C4%91%E1%BA%A1i,Vật lý hiện đại,FIELD
/wiki/1877,1877,DATE
/wiki/Eastbourne,Eastbourne,LOCATION
/wiki/Brighton,Brighton,LOCATION
/wiki/1921,1921,DATE
/wiki/1900,1900,DATE
/wiki/1903,1903,DATE
/wiki/1936,1936,DATE
/wiki/16_th%C3%A1ng_4,16 tháng 4,DATE
/wiki/1844,1844,DATE
/wiki/12_th%C3%A1ng_10,12 tháng 10,DATE
/wiki/Tours,Tours,LOCATION
/wiki/23_th%C3%A1ng_11,23 tháng 11,DATE
/wiki/1860,1860,DATE
/wiki/Thu%E1%BB%B5_%C4%90i%E1%BB%83n,Thụy Điển,PERSON
/wiki/24_th%C3%A1ng_2,24 tháng 2,DATE
/wiki/1925,1925,DATE
/wiki/Copenhagen,Copenhagen,LOCATION
/wiki/Gi%E1%BA%A3i_Nguy%C3%AAn_t%E1%BB%AD_v%C3%AC_H%C3%B2a_b%C3%ACnh,Giải thưởng Nguyên tử vì Hòa bình,AWARD
/wiki/Gi%E1%BA%A3i_Sonning,Giải Sonning,AWARD 
/wiki/Lise_Meitner,Lise Meitner,PERSON
/wiki/1_th%C3%A1ng_9,1 tháng 9,DATE
/wiki/Birmingham,Birmingham,LOCATION
/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Birmingham,Đại học Birmingham,ORGANIZATION 
/wiki/1922,1922,DATE
/wiki/Philadelphia,Philadelphia,LOCATION
/wiki/12_th%C3%A1ng_8,12 tháng 8,DATE
/wiki/14_th%C3%A1ng_7,14 tháng 7,DATE
/wiki/1954,1954,DATE
/wiki/Oslo,Oslo,LOCATION
/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Oslo,Đại học Oslo,ORGANIZATION
/wiki/Legion_of_Honor,Bắc Đẩu Bội tinh,LOCATION
/wiki/22_th%C3%A1ng_3,22 tháng 3,DATE
/wiki/1868,1868,DATE
"/wiki/Morrison,_Illinois","Morrison, Illinois",LOCATION
/wiki/California,California,LOCATION
/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Oberlin,Đại học Oberlin,ORGANIZATION 
/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Columbia,Đại học Columbia,ORGANIZATION
/wiki/Gi%E1%BA%A3i_V%E1%BA%ADt_l%C3%BD_Comstock,Giải Vật lý Comstock,AWARD 
/wiki/Huy_ch%C6%B0%C6%A1ng_Oersted,Huy chương Oersted,AWARD
/wiki/Ljubljana,Ljubljana,LOCATION
/wiki/Graz,Graz,LOCATION
/wiki/1923,1923,DATE
/wiki/Ontario,Ontario,LOCATION
/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Toronto,Đại học Toronto,ORGANIZATION
/wiki/13_th%C3%A1ng_6,13 tháng 6,DATE
/wiki/1865,1865,DATE
/wiki/Dublin,Dublin,LOCATION
/wiki/C%E1%BB%99ng_h%C3%B2a_Ireland,Cộng hòa Ireland,LOCATION
/wiki/28_th%C3%A1ng_1,28 tháng 1,DATE
/wiki/1939,1939,DATE
/wiki/Ng%C6%B0%E1%BB%9Di_Ireland,Người Ireland,LOCATION
/wiki/%C3%96rebro,Örebro,LOCATION
/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Lund,Đại học Lund,ORGANIZATION
/wiki/Semarang,Semarang,LOCATION
/wiki/Radomsko,Radomsko,LOCATION
/wiki/5_th%C3%A1ng_12,5 tháng 12,DATE
/wiki/Hamburg,Hamburg,LOCATION
/wiki/Theodore_Puck,Theodore Puck,PERSON
/wiki/%C4%90%C3%B4ng_Berlin,Đông Berlin,PERSON
/wiki/C%E1%BB%99ng_h%C3%B2a_D%C3%A2n_ch%E1%BB%A7_%C4%90%E1%BB%A9c,Cộng hòa Dân chủ Đức,ORGANIZATION
/wiki/1_th%C3%A1ng_4,1 tháng 4,DATE
/wiki/Ireland,Đảo Ireland,LOCATION
/wiki/Warwickshire,Warwickshire,LOCATION
/wiki/England,Anh,LOCATION
/wiki/London,Luân Đôn,LOCATION
"/wiki/Marietta,_Ohio","Marietta, Ohio",LOCATION
"/wiki/Evanston,_Illinois","Evanston, Illinois",LOCATION
/wiki/Bachelor_of_Arts,Cử nhân Nghệ thuật,OCCUPATION
/wiki/Lille,Lille,LOCATION
/wiki/1867,1867,DATE
/wiki/Silkeborg,Silkeborg,ORGANIZATION
/wiki/Cecil_Frank_Powell,Cecil Frank Powell,PERSON
/wiki/Pforzheim,Pforzheim,LOCATION
/wiki/Bayern,Bayern,LOCATION
/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_K%E1%BB%B9_thu%E1%BA%ADt_M%C3%BCnchen,Đại học Kỹ thuật München,ORGANIZATION
/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Freiburg,Đại học Freiburg,ORGANIZATION
/wiki/Leopold_Horner,Leopold Horner,PERSON
/wiki/Alton,"Alton, Illinois",LOCATION
/wiki/Hampshire,Hampshire,LOCATION
/wiki/1876,1876,DATE
/wiki/Rouen,Rouen,LOCATION
/wiki/1882,1882,DATE
/wiki/Lillehammer,Lillehammer,LOCATION
/wiki/Louveciennes,Louveciennes,LOCATION
/wiki/Paul_Langevin,Paul Langevin,PERSON
/wiki/Augsburg,Augsburg,LOCATION
/wiki/V%C6%B0%C6%A1ng_qu%E1%BB%91c_Bayern,Vương quốc Bayern,ORGANIZATION
/wiki/Th%C3%A0nh_bang_t%E1%BB%B1_do_L%C3%BCbeck,Thành bang tự do Lübeck,ORGANIZATION
/wiki/Gi%E1%BA%A3i_Goethe,Giải Goethe,AWARD 
"/wiki/Saint_Paul,_Minnesota","Saint Paul, Minnesota",LOCATION
/wiki/7_th%C3%A1ng_11,7 tháng 11,DATE
/wiki/Tiruchirappalli,Tiruchirappalli,LOCATION
